,times,sst,sst_err,ftemp,wind,atemp,swrad,humid
588,697178.080000039,302.5727719358956,1.0,302.9291509281692,0.7132360198398041,301.9672194165794,0.449002651911808,0.01
589,697188.080000039,302.57382405165725,1.0,302.92965536723295,0.7165076674821512,301.96690234059645,0.4504439063798023,0.01
590,697198.080000039,302.5748761674189,1.0,302.93015980629673,0.7197793151244984,301.96658526461346,0.4518851608477967,0.01
591,697208.080000039,302.57592828318053,1.0,302.93066424536056,0.7230509627668457,301.9662681886305,0.453326415315791,0.01
592,697218.080000039,302.57698039894217,1.0,302.93116868442434,0.7263226104091928,301.96595111264753,0.45476766978378536,0.01
593,697228.080000039,302.5780325147038,1.0,302.93167312348817,0.72959425805154,301.9656340366646,0.4562089242517797,0.01
594,697238.080000039,302.57908463046545,1.0,302.93217756255194,0.7328659056938871,301.9653169606816,0.4576501787197741,0.01
595,697248.080000039,302.5801367462271,1.0,302.9326820016157,0.7361375533362343,301.96499988469867,0.4590914331877684,0.01
596,697258.080000039,302.5811888619887,1.0,302.93318644067955,0.7394092009785815,301.96468280871574,0.4605326876557628,0.01
597,697268.080000039,302.58224097775036,1.0,302.9336908797433,0.7426808486209286,301.96436573273274,0.46197394212375714,0.01
598,697278.080000039,302.583293093512,1.0,302.93419531880716,0.7459524962632759,301.9640486567498,0.46341519659175145,0.01
599,697288.080000039,302.58434520927364,1.0,302.93469975787093,0.7492241439056231,301.9637315807668,0.4648564510597458,0.01
600,697298.080000039,302.5853973250353,1.0,302.9352041969347,0.7524957915479702,301.9634145047839,0.4662977055277402,0.01
601,697308.080000039,302.5864494407969,1.0,302.93570863599854,0.7557674391903174,301.9630974288009,0.46773895999573456,0.01
602,697318.080000039,302.58750155655855,1.0,302.9362130750623,0.7590390868326646,301.96278035281796,0.4691802144637289,0.01
603,697328.080000039,302.5885536723202,1.0,302.9367175141261,0.7623107344750117,301.962463276835,0.47062146893172324,0.01
604,697338.080000039,302.5896057880818,1.0,302.9372219531899,0.765582382117359,301.96214620085203,0.47206272339971755,0.01
605,697348.080000039,302.59065790384346,1.0,302.9377263922537,0.7688540297597062,301.9618291248691,0.4735039778677119,0.01
606,697358.080000039,302.5917100196051,1.0,302.9382308313175,0.7721256774020533,301.9615120488861,0.4749452323357063,0.01
607,697368.080000039,302.59276213536674,1.0,302.9387352703813,0.7753973250444005,301.9611949729032,0.47638648680370066,0.01
608,697378.080000039,302.5938142511284,1.0,302.9392397094451,0.7786689726867477,301.9608778969202,0.477827741271695,0.01
